Frequency_GHz,Dielectric_Constant,Height_mm,Loss_Tangent,Copper_Thickness_mm,Patch_Width_mm,Patch_Length_mm,Ground_Width_mm,Ground_Length_mm
4.370861069626263,9.805714451279329,2.5567854603473723,0.018320961890133765,0.07,14.764288098325908,10.124196178781057,30.105000860410147,25.464908940865293
5.01249477568232,2.9997993265440233,1.9021973407180814,0.010610920584145535,0.07,21.160855542823803,16.394200826468865,32.57403958713228,27.80738487077735
1.185260448662222,9.959278817295953,2.7978623379210124,0.0070790681207378355,0.017,54.063166180590194,39.80205094095597,70.85034020811626,56.58922496848204
6.557333586649449,7.093225283906246,0.8169591325273218,0.0015711165687051984,0.07,11.371510698446857,8.419964890469844,16.273265493610786,13.321719685633775
6.506676052501415,3.315950885216335,1.5011471564845236,0.011561129639846427,0.035,15.693102988679291,12.004057724421822,24.699985927586432,21.010940663328963
1.8154579107953872,7.147088074664698,1.7179087790411907,0.029512018776977535,0.017,40.937268976285054,30.702890874747506,51.2447216505322,41.010343548994655
1.4180537144799796,7.060358815211506,1.2092578968494998,0.0027930013558716336,0.017,52.690993507729154,39.75583305938294,59.946540888826156,47.01138044047993
9.690688297671034,8.66717878493169,1.5310730460160897,0.0037422585175857703,0.07,7.040471697502031,4.681032142394695,16.22690997359857,13.867470418491234
7.149371669429124,7.079973262260967,2.799667788166795,0.005944911417076167,0.017,10.438387622446541,6.680429425300909,27.236394351447313,23.47843615430168
3.3290198344001523,7.500178274831855,1.5481065826145866,0.016033979416274293,0.035,21.856260436646654,16.149178118170532,31.144899932334177,25.43781761385805
6.109302950379924,2.450506339644469,2.8214834590279967,0.013987845281060179,0.035,18.692749257214494,13.923868106004075,35.62165001138248,30.85276886017206
9.053446153848839,6.98319983048868,3.012498164055481,0.0034751318097108568,0.07,8.292850453844064,4.8659500525413835,26.36783943817695,22.94093903687427
5.687508340232413,9.889376194794792,2.826881236827564,0.022647015204997782,0.07,11.302713246742913,7.3000246281939,28.264000667708295,24.26131204915928
8.458637582367365,5.054026613548714,1.474242823249714,0.01669245601990503,0.017,10.192569380383347,7.311096610753261,19.03802631988163,16.156553550251548
3.6664615513367416,3.52213551250402,0.8375273761788655,0.013220983088555354,0.017,27.207418414963847,21.58804541047182,32.23258267203704,26.61320966754501
2.7884411338075514,2.2441769369888194,2.7571074282916026,0.02146954870596566,0.07,42.236946153819616,34.36215983823747,58.779590723569235,50.904804407987086
8.11157986478085,7.04767979824809,3.0231221084320383,0.019846341442106584,0.07,9.218610467093654,5.591257238328354,27.357343117685886,23.72998988892058
8.650347200108193,5.795605393105626,1.0289842795769872,0.01169081113896955,0.035,9.407162401366708,6.877571011417161,15.58106807882863,13.051476688879085
3.9266498982407234,8.036849426704512,2.3301379312525117,0.026717890808971103,0.017,17.971136907560563,12.782534508179694,31.951964495075632,26.763362095694763
4.446341872784108,9.97369676311283,2.8373931782386013,0.02190232906589781,0.07,14.402136654372997,9.698298715804,31.426495723804607,26.722657785235604
7.938704619591049,6.150364770915125,2.054558790516786,0.013341443634233794,0.035,9.992922400025874,6.770863164176052,22.320275143126587,19.09821590727677
4.954028516791931,3.8137536186831698,2.9498326296164468,0.01473327349459945,0.017,19.516674799082043,14.130670562153128,37.215670576780724,31.829666339851805
5.577136220482325,9.460531791408744,1.3983013499573,0.012842143060336824,0.07,11.760292480484491,8.377486980325823,20.150100580228294,16.767295080069626
2.8275510226129246,9.742828564463847,2.2372771195724868,0.0211182415514554,0.035,22.88950937176364,16.497813080356615,36.31317208919856,29.921475797791533
6.619186433204139,4.565069486701711,1.0531862235926495,0.014185156001052687,0.035,13.585209738710397,10.282929449844566,19.90432708026629,16.60204679140046
8.949522330269815,4.794760168042192,1.0930110912816162,0.011268267088039968,0.035,9.846653777763823,7.26375390848755,16.404720325453518,13.821820456177248
1.9904673207490908,4.023481300335534,1.8250586927030152,0.02470422968834455,0.017,47.54981265016085,37.14152908815087,58.50016480637894,48.091881244368956
3.743031323422261,3.517246825143534,2.081814606501061,0.01500855216654641,0.017,26.665263811815358,20.568607051939733,39.156151450821724,33.0594946909461
2.0787883060031453,4.900921371229023,3.062983289390046,0.010305205321803975,0.017,42.00839393591857,31.7381283443813,60.386293672258844,50.11602808072158
4.634525539522367,2.7191379768718527,1.4093969934424275,0.008084093428603294,0.07,23.734486046032302,18.99881219919465,32.19086800668687,27.455194159849217
5.475236553031469,4.6070264785341575,1.4836171865059224,0.0019734101680169043,0.017,16.362025536419814,12.271760624672595,25.26372865545535,21.17346374370813
9.789534602493877,5.4882961065458495,0.8793217589613161,0.010941573317576473,0.017,8.507047942004224,6.262274970943055,13.782978495772122,11.538205524710952
3.1560570160027517,3.359158976729785,1.9746866246661514,0.02958242821461848,0.07,32.192897184775,25.215789425863424,44.0410169327719,37.06390917386034
7.049219926652907,8.29295692262974,1.3703301055817594,0.022091095744605112,0.017,9.871615578603189,6.970298493067814,18.093596212093743,15.192279126558368
6.690752475342215,7.268237686087157,2.0858592417794206,0.003527432308583281,0.017,11.02617337644396,7.5321659882419105,23.541328827120484,20.047321438918438
2.356457895688865,6.265590213925749,2.4699507362981166,0.025878241220079246,0.07,33.397281926811864,24.856384025844818,48.216986344600556,39.67608844363352
2.982169428089935,7.889196259504142,2.7428025107353173,0.011046180230189323,0.07,23.858475826057358,17.14682444518611,40.31529089046926,33.603639509598004
2.569297861044923,7.727501904819727,1.72816483112129,0.028158842672238973,0.017,27.947748435581463,20.71104638387005,38.3167374223092,31.080035370597788
7.081211053353527,8.081728953926177,1.3017718897705128,0.016656136038382164,0.035,9.940642382709981,7.063030762384329,17.75127372133306,14.873662101007406
3.3214746494364005,7.479872368273432,2.7613332804829183,0.017056343617544354,0.017,21.932122196985514,15.680843007137907,38.500121879883025,32.24884269003542
3.1766706181040654,2.944822142447194,2.9533178190879843,0.027102165463452916,0.07,33.62175329550513,26.132644075708264,51.341660210033034,43.85255099023617
2.6983639750724144,4.430970820737455,2.4808587919346516,0.0255378392391347,0.035,33.7339340900392,25.649895464537774,48.6190868416471,40.53504821614569
8.018879912718614,7.336253169234301,1.0019359159881174,0.00560339558015326,0.035,9.162354676799241,6.627573585857864,15.173970172727945,12.639189081786569
7.020894292428058,6.845492971491637,1.6934786397481836,0.028257883175521352,0.017,10.787075136023992,7.5682806158523475,20.947946974513098,17.729152454341452
1.0455542546159682,3.4864644113399894,2.116961094479807,0.021034150252857372,0.017,95.78722014842198,76.36515711458408,108.48898671530081,89.06692368146292
3.018423785145038,7.897433770780286,1.3693978099923203,0.01036913121643469,0.07,23.56099680949027,17.471589526333467,31.777383669444195,25.687976386287392
7.488459318269164,4.664486334819113,2.1020965533317586,0.015706489636007917,0.035,11.902371881739676,8.348818149737005,24.51495120173023,20.961397469727558
3.386821309135529,4.151917147032669,3.13522533140587,0.012339143787802726,0.035,27.594945345868517,20.492665050251055,46.40629733430374,39.304017038686275
9.154889089466986,5.675154924083429,1.6401881784672219,0.019672507835089437,0.07,8.96855539193294,6.208822516498703,18.80968446273627,16.049951587302033
5.432659244369775,3.761943902384356,2.5338850766276133,0.009070475747028902,0.07,17.89376189311535,13.07136718401338,33.09707235288103,28.274677643779057
7.916986128756781,2.54883017403547,3.1869212259136193,0.014575385357136438,0.035,14.223411154663275,9.79506540797904,33.344938510144985,28.916592763460752
9.233779511984036,5.161269602043555,0.8370958796692819,0.027914070171302808,0.017,9.255324505675897,6.894861692050037,14.27789978369159,11.91743697006573
5.974884701519409,6.778339753366706,3.1527958009185104,0.0030925760497783304,0.017,12.730142741510464,8.301441415010121,31.646917547021523,27.21821622052118
4.465879557417328,9.009093372134855,1.5606128123750667,0.005832238928565291,0.017,15.014189064207105,10.811751801914347,24.377865938457504,20.175428676164746
4.5522232012852495,8.95370512581049,3.032040403545997,0.002949109407721727,0.035,14.770334254523231,9.907865469649536,32.962576675799205,28.100107890925518
6.535065040292528,10.120430800834106,1.1362016365676577,0.01598339288378474,0.035,9.734094018758778,6.9288825188354,16.55130383816472,13.746092338241347
3.9029568781474047,8.989358359397395,1.1278911954608692,0.02152931001008445,0.07,17.196644257399925,12.639219560020289,23.96399143016514,19.406566732785507
3.64232659838044,8.674889243828108,2.744272147230034,0.026131804470681017,0.017,18.724247392561214,13.131155123535066,35.18988027594141,29.59678800691527
1.7343476236021633,2.2414789021918944,2.3069465958767266,0.0065533720472004285,0.035,67.93577086171017,56.64752863490216,81.77745043697053,70.48920821016253
8.16213402492491,9.320042734540529,1.611188376443686,0.01182946392182237,0.035,8.0902471157704,5.44754314288351,17.757377374432515,15.114673401545625
4.946267107162782,7.576209082361594,1.5875664019393567,0.005411711046777355,0.035,14.644717936896441,10.585749667401272,24.170116348532584,20.11114807903741
3.5788712691545594,6.926666084552085,0.8732005998537187,0.0019868322926021396,0.035,21.053043985153295,15.819076050630796,26.292247584275607,21.058279649753107
3.7293896320590054,6.496659417573243,1.5839629803104982,0.024990988010218828,0.017,20.774692651173396,15.413383696515163,30.278470533036387,24.917161578378153
5.115386454523557,8.93618460009585,1.2665120815876953,0.012870398637149345,0.07,13.155821794657946,9.518930102174236,20.75489428418412,17.118002591700407
6.736869113483859,8.008730669781292,3.142044990710083,0.015924340135564784,0.035,10.490986918568929,6.51852923447895,29.343256862829424,25.370799178739446
1.369607650910882,5.390567211558356,1.8404497701937812,0.02255164091127426,0.035,61.268941878404085,46.938749397878084,72.31164049956678,57.981448019040776
1.2281566907391177,9.9011873174234,2.8063522892292943,0.02115284939732661,0.017,52.31371682729961,38.495548846387,69.15183056267537,55.333662581762766
1.5237423595759925,9.521709821011843,1.861645351354651,0.007877812151480434,0.035,42.91919382955457,31.745257900015435,54.08906593768248,42.91513000814334
7.431363304300561,7.481579013741849,1.471841352670263,0.028686579667298946,0.07,9.801654888276685,6.8897787067993,18.632703004298264,15.720826822820877
6.914001956501502,5.685383189423128,2.5520943597483647,0.0022885393158269796,0.035,11.866253071459967,7.9958386011269384,27.178819229950157,23.308404759617126
4.2037541078613545,8.262768883714951,0.8345443727114141,0.004277713838751262,0.017,16.58053494022114,12.309071686206593,21.58780117648962,17.316337922475075
1.8474128944170412,4.691306475130354,3.150825268691621,0.006002110853779751,0.035,48.13226508770437,36.630177126540225,67.0372166998541,55.535128738689956
7.870279807035199,8.655303816406235,1.6311303706145621,0.014422007956542691,0.017,8.674273514759676,5.901598638348278,18.46105573844705,15.688380862035652
4.586542609576361,7.126800784417731,2.3242247620823453,0.0022183466843664953,0.07,16.224115052823855,11.481157476447388,30.169463625317928,25.42650604894146
1.1377408626134629,9.667490464635863,2.002495721396622,0.016595883748441818,0.017,57.086283363046896,42.29814861979039,69.10125769142662,54.31312294817012
2.466409843732867,2.764549979203439,2.3418062676951577,0.0016714791367611946,0.07,44.3286472271883,35.58850493292309,58.37948483335925,49.63934253909404
8.208543652141596,7.617346739063853,2.17608090001264,0.004639360279106786,0.017,8.80345930004581,5.7283461752630345,21.859944700121655,18.784831575338874
5.910551103843415,9.7317184702122,1.7266463307218585,0.0288706454072759,0.035,10.955788625574842,7.598441262455548,21.31566660990599,17.9583192467867
2.8601592388907084,4.391689018569069,1.315013887300098,0.011878239321934096,0.017,31.94137637852832,24.73849546049608,39.83145970232891,32.628578784296664
1.8499866468033557,7.664054187330854,0.9708527563045497,0.010182190841548453,0.035,38.95624453394069,29.2491668693493,44.78136107176799,35.074283407176594
7.134523020755108,4.9249965557139195,1.4256668677661675,0.015334689919938119,0.035,12.215106622132492,8.960360204469344,20.769107828729496,17.51436141106635
7.270634488277356,7.231542774239071,2.905932832464927,0.022290567374693076,0.017,10.16935305055402,6.405992654544942,27.604950045343585,23.841589649334505
9.708224963682227,6.583775065984698,1.8163302615394847,0.01744394025712379,0.07,7.934575624026295,5.26159571023855,18.832557193263202,16.159577279475457
9.91454627800606,5.500941415291411,1.6928434059026798,0.023493617157592107,0.07,8.391609896531639,5.725375046221806,18.548670331947715,15.882435481637883
9.376815930432082,9.067302014744094,1.8295856657000442,0.022750348072732574,0.017,7.1300785995601865,4.587425310962406,18.107592593760454,15.564939305162671
3.144125371635815,5.221831089410358,2.0823859364733526,0.015349930648877559,0.017,27.048755821693444,20.305514679190175,39.54307144053355,32.79983029803029
3.880446409275506,9.364185827969603,1.7340840289619917,0.0012153756580766822,0.017,16.98075403401031,12.224598882124647,27.385258207782258,22.629103055896596
8.624288296860307,5.039241523701765,3.0963221243034953,0.020594004218747224,0.07,10.009025409629704,6.204645760040452,28.586958155450677,24.782578505861427
5.437230919946245,2.8662752895620773,1.0200899534203547,0.018431030943722563,0.07,19.841846798382115,15.885038354665145,25.962386518904243,22.00557807518727
2.9145510552180607,9.769556343053521,2.675110521130886,0.0042018199187077365,0.017,22.178679401565887,15.76598453790391,38.229342528351204,31.816647664689224
5.449782742323233,2.6604700801331544,2.1188693175769657,0.01374853758996527,0.07,20.345044162034466,15.736457303075351,33.05826006749626,28.44967320853715
5.9132419314849,7.846651871029556,3.124764665537924,0.020921673296093637,0.035,12.061217253113234,7.764665802820152,30.80980524634078,26.513253796047696
6.56396256984635,3.008981408982322,1.0018563346759939,0.021298201725460392,0.035,16.140728777759755,12.765745651358353,22.151866785815717,18.776883659414317
4.569864417588267,9.335175270214211,1.1518515720608613,0.015837791508948634,0.035,14.439229479418168,10.524696069476827,21.350338911783336,17.435805501841998
9.87975620651058,5.194166366048963,1.6895411529605384,0.024552467407193326,0.07,8.627174768161192,5.927748502631904,18.764421685924425,16.064995420395135
9.169243357136917,6.935109910570274,1.6405237920807527,0.021508072791471114,0.07,8.212895260149612,5.571084960892584,18.056038012634126,15.4142277133771
7.994322243346931,6.66723399788644,1.8181328221927433,0.027274912606256817,0.07,9.583082958117103,6.561064707600202,20.491879891273562,17.469861640756662
4.910066600394442,4.229457390985109,1.7724850082754013,0.01752986503346581,0.017,18.892549098525716,14.218012441436434,29.527459148178124,24.852922491088844
8.405113166890239,8.153693255546383,2.434494625032582,0.007811438314610874,0.017,8.341891066117665,5.216926837011087,22.94885881631316,19.823894587206585
4.373835215713337,4.485696690254885,2.884637907654705,0.007406638900916071,0.035,20.707513075095488,15.006134814910181,38.01534052102372,32.31396226083841
8.218983241240608,10.023205350034166,2.1344120927422034,0.010290173898877684,0.035,7.773815212569774,4.919190947456841,20.580287769022995,17.725663503910063
9.321789972012365,9.552925722229276,1.4071764031741787,0.021136463682403444,0.017,7.005199411988767,4.707976437566143,15.448257831033839,13.151034856611215
5.707880597531339,7.2351891050821,2.469796853563081,0.014127144984742199,0.017,12.950740137013838,8.837394154282652,27.769521258392327,23.65617527566114
7.272325502774334,5.273614651033759,2.5690416940232463,0.027533901342570995,0.035,11.6459260484856,7.828527508693242,27.060176212625077,23.24277767283272
9.553703356689029,9.322110271127329,1.8935762066857114,0.01894585859602472,0.035,6.9111490201149,4.380182371795967,18.272606260229168,15.741639611910236
2.6930904375138516,5.9095872395198565,1.648045347262527,0.017884392854860376,0.017,29.966033919890474,22.593710666116444,39.85430600346564,32.48198274969161
9.769553268995498,10.089685955836822,2.4755881136473885,0.016500404260613902,0.017,6.520365303711698,3.7619414568263236,21.373893985596027,18.615470138710652
4.700860487849676,7.0222550561863875,1.4502983420363118,0.004775687144011116,0.07,15.932380203583813,11.67744151394012,24.63417025580168,20.379231566157994
8.402835186308522,9.79839930633539,2.541726820132064,0.018750382201731485,0.035,7.682467294806891,4.632500512550978,22.932828215599276,19.88286143334336
1.7447357803177552,9.213291887406342,2.1238108941057683,0.005696676999086727,0.017,38.04466089734307,28.05133918201587,50.787526261977675,40.79420454665048
7.99842055361703,6.0429606549308374,3.1646865215972104,0.011863104025194075,0.035,9.993655866475443,6.136441141665191,28.98177499605871,25.12456027124846
4.428017709679194,9.959315182516825,2.821085415525701,0.02529536530709411,0.035,14.471221772607068,9.760416294738963,31.397734265761272,26.68692878789317
1.3313968087239223,3.2708169504050657,0.8328127155847935,0.003092948656256653,0.017,77.09802737915615,62.133070929332774,82.09490367266491,67.12994722284154
